otu	Order	Family	Genus	Species
Icthyophaga vocifer	Accipitriformes	Accipitridae	Icthyophaga	Icthyophaga vocifer
Icthyophaga vociferoides	Accipitriformes	Accipitridae	Icthyophaga	Icthyophaga vociferoides
Ictinaetus malaiensis	Accipitriformes	Accipitridae	Ictinaetus	Ictinaetus malaiensis
Ictinia mississippiensis	Accipitriformes	Accipitridae	Ictinia	Ictinia mississippiensis
Ictinia plumbea	Accipitriformes	Accipitridae	Ictinia	Ictinia plumbea
Idiopsar brachyurus	Passeriformes	Thraupidae	Idiopsar	Idiopsar brachyurus
Idiopsar dorsalis	Passeriformes	Thraupidae	Idiopsar	Idiopsar dorsalis
Idiopsar erythronotus	Passeriformes	Thraupidae	Idiopsar	Idiopsar erythronotus
Idiopsar speculifer	Passeriformes	Thraupidae	Idiopsar	Idiopsar speculifer
Iduna caligata	Passeriformes	Acrocephalidae	Iduna	Iduna caligata
Iduna natalensis	Passeriformes	Acrocephalidae	Iduna	Iduna natalensis
Iduna opaca	Passeriformes	Acrocephalidae	Iduna	Iduna opaca
Iduna pallida	Passeriformes	Acrocephalidae	Iduna	Iduna pallida
Iduna rama	Passeriformes	Acrocephalidae	Iduna	Iduna rama
Iduna similis	Passeriformes	Acrocephalidae	Iduna	Iduna similis
Ifrita kowaldi	Passeriformes	Ifritidae	Ifrita	Ifrita kowaldi
Ilicura militaris	Passeriformes	Pipridae	Ilicura	Ilicura militaris
Illadopsis albipectus	Passeriformes	Pellorneidae	Illadopsis	Illadopsis albipectus
Illadopsis cleaveri	Passeriformes	Pellorneidae	Illadopsis	Illadopsis cleaveri
Illadopsis distans	Passeriformes	Pellorneidae	Illadopsis	Illadopsis distans
Illadopsis fulvescens	Passeriformes	Pellorneidae	Illadopsis	Illadopsis fulvescens
Illadopsis puveli	Passeriformes	Pellorneidae	Illadopsis	Illadopsis puveli
Illadopsis pyrrhoptera	Passeriformes	Pellorneidae	Illadopsis	Illadopsis pyrrhoptera
Illadopsis rufescens	Passeriformes	Pellorneidae	Illadopsis	Illadopsis rufescens
Illadopsis rufipennis	Passeriformes	Pellorneidae	Illadopsis	Illadopsis rufipennis
Illadopsis turdina	Passeriformes	Pellorneidae	Illadopsis	Illadopsis turdina
Incana incana	Passeriformes	Cisticolidae	Incana	Incana incana
Incaspiza laeta	Passeriformes	Thraupidae	Incaspiza	Incaspiza laeta
Incaspiza ortizi	Passeriformes	Thraupidae	Incaspiza	Incaspiza ortizi
Incaspiza personata	Passeriformes	Thraupidae	Incaspiza	Incaspiza personata
Incaspiza pulchra	Passeriformes	Thraupidae	Incaspiza	Incaspiza pulchra
Incaspiza watkinsi	Passeriformes	Thraupidae	Incaspiza	Incaspiza watkinsi
Indicator archipelagicus	Piciformes	Indicatoridae	Indicator	Indicator archipelagicus
Indicator exilis	Piciformes	Indicatoridae	Indicator	Indicator exilis
Indicator indicator	Piciformes	Indicatoridae	Indicator	Indicator indicator
Indicator maculatus	Piciformes	Indicatoridae	Indicator	Indicator maculatus
Indicator meliphilus	Piciformes	Indicatoridae	Indicator	Indicator meliphilus
Indicator minor	Piciformes	Indicatoridae	Indicator	Indicator minor
Indicator pumilio	Piciformes	Indicatoridae	Indicator	Indicator pumilio
Indicator variegatus	Piciformes	Indicatoridae	Indicator	Indicator variegatus
Indicator willcocksi	Piciformes	Indicatoridae	Indicator	Indicator willcocksi
Indicator xanthonotus	Piciformes	Indicatoridae	Indicator	Indicator xanthonotus
Inezia caudata	Passeriformes	Tyrannidae	Inezia	Inezia caudata
Inezia inornata	Passeriformes	Tyrannidae	Inezia	Inezia inornata
Inezia subflava	Passeriformes	Tyrannidae	Inezia	Inezia subflava
Inezia tenuirostris	Passeriformes	Tyrannidae	Inezia	Inezia tenuirostris
Iodopleura fusca	Passeriformes	Tityridae	Iodopleura	Iodopleura fusca
Iodopleura isabellae	Passeriformes	Tityridae	Iodopleura	Iodopleura isabellae
Iodopleura pipra	Passeriformes	Tityridae	Iodopleura	Iodopleura pipra
Iole cacharensis	Passeriformes	Pycnonotidae	Iole	Iole cacharensis
Iole charlottae	Passeriformes	Pycnonotidae	Iole	Iole charlottae
Iole crypta	Passeriformes	Pycnonotidae	Iole	Iole crypta
Iole finschii	Passeriformes	Pycnonotidae	Iole	Iole finschii
Iole palawanensis	Passeriformes	Pycnonotidae	Iole	Iole palawanensis
Iole propinqua	Passeriformes	Pycnonotidae	Iole	Iole propinqua
Iole viridescens	Passeriformes	Pycnonotidae	Iole	Iole viridescens
Irania gutturalis	Passeriformes	Muscicapidae	Irania	Irania gutturalis
Irediparra gallinacea	Charadriiformes	Jacanidae	Irediparra	Irediparra gallinacea
Irena cyanogastra	Passeriformes	Irenidae	Irena	Irena cyanogastra
Irena puella	Passeriformes	Irenidae	Irena	Irena puella
Irena tweeddalii	Passeriformes	Irenidae	Irena	Irena tweeddalii
Iridophanes pulcherrimus	Passeriformes	Thraupidae	Iridophanes	Iridophanes pulcherrimus
Iridosornis analis	Passeriformes	Thraupidae	Iridosornis	Iridosornis analis
Iridosornis jelskii	Passeriformes	Thraupidae	Iridosornis	Iridosornis jelskii
Iridosornis porphyrocephalus	Passeriformes	Thraupidae	Iridosornis	Iridosornis porphyrocephalus
Iridosornis reinhardti	Passeriformes	Thraupidae	Iridosornis	Iridosornis reinhardti
Iridosornis rufivertex	Passeriformes	Thraupidae	Iridosornis	Iridosornis rufivertex
Isleria guttata	Passeriformes	Thamnophilidae	Isleria	Isleria guttata
Isleria hauxwelli	Passeriformes	Thamnophilidae	Isleria	Isleria hauxwelli
Ispidina lecontei	Coraciiformes	Alcedinidae	Ispidina	Ispidina lecontei
Ispidina picta	Coraciiformes	Alcedinidae	Ispidina	Ispidina picta
Ithaginis cruentus	Galliformes	Phasianidae	Ithaginis	Ithaginis cruentus
Ixobrychus cinnamomeus	Pelecaniformes	Ardeidae	Ixobrychus	Ixobrychus cinnamomeus
Ixobrychus dubius	Pelecaniformes	Ardeidae	Ixobrychus	Ixobrychus dubius
Ixobrychus eurhythmus	Pelecaniformes	Ardeidae	Ixobrychus	Ixobrychus eurhythmus
Ixobrychus exilis	Pelecaniformes	Ardeidae	Ixobrychus	Ixobrychus exilis
Ixobrychus flavicollis	Pelecaniformes	Ardeidae	Ixobrychus	Ixobrychus flavicollis
Ixobrychus involucris	Pelecaniformes	Ardeidae	Ixobrychus	Ixobrychus involucris
Ixobrychus minutus	Pelecaniformes	Ardeidae	Ixobrychus	Ixobrychus minutus
Ixobrychus sinensis	Pelecaniformes	Ardeidae	Ixobrychus	Ixobrychus sinensis
Ixobrychus sturmii	Pelecaniformes	Ardeidae	Ixobrychus	Ixobrychus sturmii
Ixonotus guttatus	Passeriformes	Pycnonotidae	Ixonotus	Ixonotus guttatus
Ixoreus naevius	Passeriformes	Turdidae	Ixoreus	Ixoreus naevius
Ixos leucogrammicus	Passeriformes	Pycnonotidae	Ixos	Ixos leucogrammicus
Ixos malaccensis	Passeriformes	Pycnonotidae	Ixos	Ixos malaccensis
Ixos mcclellandii	Passeriformes	Pycnonotidae	Ixos	Ixos mcclellandii
Ixos nicobariensis	Passeriformes	Pycnonotidae	Ixos	Ixos nicobariensis
Ixos sumatranus	Passeriformes	Pycnonotidae	Ixos	Ixos sumatranus
Ixos virescens	Passeriformes	Pycnonotidae	Ixos	Ixos virescens
Ixothraupis guttata	Passeriformes	Thraupidae	Ixothraupis	Ixothraupis guttata
Ixothraupis punctata	Passeriformes	Thraupidae	Ixothraupis	Ixothraupis punctata
Ixothraupis rufigula	Passeriformes	Thraupidae	Ixothraupis	Ixothraupis rufigula
Ixothraupis varia	Passeriformes	Thraupidae	Ixothraupis	Ixothraupis varia
Ixothraupis xanthogastra	Passeriformes	Thraupidae	Ixothraupis	Ixothraupis xanthogastra
Jabiru mycteria	Ciconiiformes	Ciconiidae	Jabiru	Jabiru mycteria
Jacamaralcyon tridactyla	Galbuliformes	Galbulidae	Jacamaralcyon	Jacamaralcyon tridactyla
Jacamerops aureus	Galbuliformes	Galbulidae	Jacamerops	Jacamerops aureus
Jacana jacana	Charadriiformes	Jacanidae	Jacana	Jacana jacana
Jacana spinosa	Charadriiformes	Jacanidae	Jacana	Jacana spinosa
Jubula lettii	Strigiformes	Strigidae	Jubula	Jubula lettii
Junco bairdi	Passeriformes	Passerellidae	Junco	Junco bairdi
Junco hyemalis	Passeriformes	Passerellidae	Junco	Junco hyemalis
Junco insularis	Passeriformes	Passerellidae	Junco	Junco insularis
Junco phaeonotus	Passeriformes	Passerellidae	Junco	Junco phaeonotus
Junco vulcani	Passeriformes	Passerellidae	Junco	Junco vulcani
Jynx ruficollis	Piciformes	Picidae	Jynx	Jynx ruficollis
Jynx torquilla	Piciformes	Picidae	Jynx	Jynx torquilla
Kakamega poliothorax	Passeriformes	Modulatricidae	Kakamega	Kakamega poliothorax
Kaupifalco monogrammicus	Accipitriformes	Accipitridae	Kaupifalco	Kaupifalco monogrammicus
Kempiella flavovirescens	Passeriformes	Petroicidae	Kempiella	Kempiella flavovirescens
Kempiella griseoceps	Passeriformes	Petroicidae	Kempiella	Kempiella griseoceps
Kenopia striata	Passeriformes	Pellorneidae	Kenopia	Kenopia striata
Ketupa coromanda	Strigiformes	Strigidae	Ketupa	Ketupa coromanda
Ketupa flavipes	Strigiformes	Strigidae	Ketupa	Ketupa flavipes
Ketupa ketupu	Strigiformes	Strigidae	Ketupa	Ketupa ketupu
Ketupa lactea	Strigiformes	Strigidae	Ketupa	Ketupa lactea
Ketupa leucosticta	Strigiformes	Strigidae	Ketupa	Ketupa leucosticta
Ketupa nipalensis	Strigiformes	Strigidae	Ketupa	Ketupa nipalensis
Ketupa poensis	Strigiformes	Strigidae	Ketupa	Ketupa poensis
Ketupa shelleyi	Strigiformes	Strigidae	Ketupa	Ketupa shelleyi
Ketupa sumatrana	Strigiformes	Strigidae	Ketupa	Ketupa sumatrana
Ketupa zeylonensis	Strigiformes	Strigidae	Ketupa	Ketupa zeylonensis
Klais guimeti	Caprimulgiformes	Trochilidae	Klais	Klais guimeti
Kleinothraupis atropileus	Passeriformes	Thraupidae	Kleinothraupis	Kleinothraupis atropileus
Kleinothraupis calophrys	Passeriformes	Thraupidae	Kleinothraupis	Kleinothraupis calophrys
Kleinothraupis parodii	Passeriformes	Thraupidae	Kleinothraupis	Kleinothraupis parodii
Kleinothraupis reyi	Passeriformes	Thraupidae	Kleinothraupis	Kleinothraupis reyi
Knipolegus aterrimus	Passeriformes	Tyrannidae	Knipolegus	Knipolegus aterrimus
Knipolegus cabanisi	Passeriformes	Tyrannidae	Knipolegus	Knipolegus cabanisi
Knipolegus cyanirostris	Passeriformes	Tyrannidae	Knipolegus	Knipolegus cyanirostris
Knipolegus franciscanus	Passeriformes	Tyrannidae	Knipolegus	Knipolegus franciscanus
Knipolegus hudsoni	Passeriformes	Tyrannidae	Knipolegus	Knipolegus hudsoni
Knipolegus lophotes	Passeriformes	Tyrannidae	Knipolegus	Knipolegus lophotes
Knipolegus nigerrimus	Passeriformes	Tyrannidae	Knipolegus	Knipolegus nigerrimus
Knipolegus orenocensis	Passeriformes	Tyrannidae	Knipolegus	Knipolegus orenocensis
Knipolegus poecilocercus	Passeriformes	Tyrannidae	Knipolegus	Knipolegus poecilocercus
Knipolegus poecilurus	Passeriformes	Tyrannidae	Knipolegus	Knipolegus poecilurus
Knipolegus signatus	Passeriformes	Tyrannidae	Knipolegus	Knipolegus signatus
Knipolegus striaticeps	Passeriformes	Tyrannidae	Knipolegus	Knipolegus striaticeps
Kurochkinegramma hypogrammicum	Passeriformes	Nectariniidae	Kurochkinegramma	Kurochkinegramma hypogrammicum
Lacedo pulchella	Coraciiformes	Alcedinidae	Lacedo	Lacedo pulchella
Lafresnaya lafresnayi	Caprimulgiformes	Trochilidae	Lafresnaya	Lafresnaya lafresnayi
Lagonosticta larvata	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta larvata
Lagonosticta nitidula	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta nitidula
Lagonosticta rara	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta rara
Lagonosticta rhodopareia	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta rhodopareia
Lagonosticta rubricata	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta rubricata
Lagonosticta rufopicta	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta rufopicta
Lagonosticta sanguinodorsalis	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta sanguinodorsalis
Lagonosticta senegala	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta senegala
Lagonosticta umbrinodorsalis	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta umbrinodorsalis
Lagonosticta virata	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta virata
Lagopus lagopus	Galliformes	Phasianidae	Lagopus	Lagopus lagopus
Lagopus leucura	Galliformes	Phasianidae	Lagopus	Lagopus leucura
Lagopus muta	Galliformes	Phasianidae	Lagopus	Lagopus muta
Lalage atrovirens	Passeriformes	Campephagidae	Lalage	Lalage atrovirens
Lalage aurea	Passeriformes	Campephagidae	Lalage	Lalage aurea
Lalage conjuncta	Passeriformes	Campephagidae	Lalage	Lalage conjuncta
Lalage fimbriata	Passeriformes	Campephagidae	Lalage	Lalage fimbriata
Lalage leucomela	Passeriformes	Campephagidae	Lalage	Lalage leucomela
Lalage leucopyga	Passeriformes	Campephagidae	Lalage	Lalage leucopyga
Lalage leucopygialis	Passeriformes	Campephagidae	Lalage	Lalage leucopygialis
Lalage maculosa	Passeriformes	Campephagidae	Lalage	Lalage maculosa
Lalage melanoleuca	Passeriformes	Campephagidae	Lalage	Lalage melanoleuca
Lalage melanoptera	Passeriformes	Campephagidae	Lalage	Lalage melanoptera
Lalage melaschistos	Passeriformes	Campephagidae	Lalage	Lalage melaschistos
Lalage moesta	Passeriformes	Campephagidae	Lalage	Lalage moesta
Lalage newtoni	Passeriformes	Campephagidae	Lalage	Lalage newtoni
Lalage nigra	Passeriformes	Campephagidae	Lalage	Lalage nigra
Lalage polioptera	Passeriformes	Campephagidae	Lalage	Lalage polioptera
Lalage sharpei	Passeriformes	Campephagidae	Lalage	Lalage sharpei
Lalage sueurii	Passeriformes	Campephagidae	Lalage	Lalage sueurii
Lalage tricolor	Passeriformes	Campephagidae	Lalage	Lalage tricolor
Lalage typica	Passeriformes	Campephagidae	Lalage	Lalage typica
Lampornis amethystinus	Caprimulgiformes	Trochilidae	Lampornis	Lampornis amethystinus
Lampornis calolaemus	Caprimulgiformes	Trochilidae	Lampornis	Lampornis calolaemus
Lampornis castaneoventris	Caprimulgiformes	Trochilidae	Lampornis	Lampornis castaneoventris
Lampornis clemenciae	Caprimulgiformes	Trochilidae	Lampornis	Lampornis clemenciae
Lampornis hemileucus	Caprimulgiformes	Trochilidae	Lampornis	Lampornis hemileucus
Lampornis sybillae	Caprimulgiformes	Trochilidae	Lampornis	Lampornis sybillae
Lampornis viridipallens	Caprimulgiformes	Trochilidae	Lampornis	Lampornis viridipallens
Lamprolaima rhami	Caprimulgiformes	Trochilidae	Lamprolaima	Lamprolaima rhami
Lamprolia klinesmithi	Passeriformes	Rhipiduridae	Lamprolia	Lamprolia klinesmithi
Lamprolia victoriae	Passeriformes	Rhipiduridae	Lamprolia	Lamprolia victoriae
Lampropsar tanagrinus	Passeriformes	Icteridae	Lampropsar	Lampropsar tanagrinus
Lamprospiza melanoleuca	Passeriformes	Mitrospingidae	Lamprospiza	Lamprospiza melanoleuca
Lamprotornis acuticaudus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis acuticaudus
Lamprotornis albicapillus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis albicapillus
Lamprotornis australis	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis australis
Lamprotornis bicolor	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis bicolor
Lamprotornis caudatus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis caudatus
Lamprotornis chalcurus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis chalcurus
Lamprotornis chalybaeus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis chalybaeus
Lamprotornis chloropterus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis chloropterus
Lamprotornis fischeri	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis fischeri
Lamprotornis hildebrandti	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis hildebrandti
Lamprotornis iris	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis iris
Lamprotornis mevesii	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis mevesii
Lamprotornis nitens	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis nitens
Lamprotornis ornatus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis ornatus
Lamprotornis pulcher	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis pulcher
Lamprotornis purpureus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis purpureus
Lamprotornis purpuroptera	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis purpuroptera
Lamprotornis regius	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis regius
Lamprotornis shelleyi	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis shelleyi
Lamprotornis splendidus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis splendidus
Lamprotornis superbus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis superbus
Lamprotornis unicolor	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis unicolor
Laniarius aethiopicus	Passeriformes	Malaconotidae	Laniarius	Laniarius aethiopicus
Laniarius amboimensis	Passeriformes	Malaconotidae	Laniarius	Laniarius amboimensis
Laniarius atrococcineus	Passeriformes	Malaconotidae	Laniarius	Laniarius atrococcineus
Laniarius atroflavus	Passeriformes	Malaconotidae	Laniarius	Laniarius atroflavus
Laniarius barbarus	Passeriformes	Malaconotidae	Laniarius	Laniarius barbarus
Laniarius bicolor	Passeriformes	Malaconotidae	Laniarius	Laniarius bicolor
Laniarius brauni	Passeriformes	Malaconotidae	Laniarius	Laniarius brauni
Laniarius erythrogaster	Passeriformes	Malaconotidae	Laniarius	Laniarius erythrogaster
Laniarius ferrugineus	Passeriformes	Malaconotidae	Laniarius	Laniarius ferrugineus
Laniarius fuelleborni	Passeriformes	Malaconotidae	Laniarius	Laniarius fuelleborni
Laniarius funebris	Passeriformes	Malaconotidae	Laniarius	Laniarius funebris
Laniarius holomelas	Passeriformes	Malaconotidae	Laniarius	Laniarius holomelas
Laniarius leucorhynchus	Passeriformes	Malaconotidae	Laniarius	Laniarius leucorhynchus
Laniarius luehderi	Passeriformes	Malaconotidae	Laniarius	Laniarius luehderi
Laniarius major	Passeriformes	Malaconotidae	Laniarius	Laniarius major
Laniarius mufumbiri	Passeriformes	Malaconotidae	Laniarius	Laniarius mufumbiri
Laniarius nigerrimus	Passeriformes	Malaconotidae	Laniarius	Laniarius nigerrimus
Laniarius poensis	Passeriformes	Malaconotidae	Laniarius	Laniarius poensis
Laniarius ruficeps	Passeriformes	Malaconotidae	Laniarius	Laniarius ruficeps
Laniarius sublacteus	Passeriformes	Malaconotidae	Laniarius	Laniarius sublacteus
Laniarius turatii	Passeriformes	Malaconotidae	Laniarius	Laniarius turatii
Laniarius willardi	Passeriformes	Malaconotidae	Laniarius	Laniarius willardi
Laniisoma buckleyi	Passeriformes	Tityridae	Laniisoma	Laniisoma buckleyi
Laniisoma elegans	Passeriformes	Tityridae	Laniisoma	Laniisoma elegans
Lanio aurantius	Passeriformes	Thraupidae	Lanio	Lanio aurantius
Lanio fulvus	Passeriformes	Thraupidae	Lanio	Lanio fulvus
Lanio leucothorax	Passeriformes	Thraupidae	Lanio	Lanio leucothorax
Lanio versicolor	Passeriformes	Thraupidae	Lanio	Lanio versicolor
Laniocera hypopyrra	Passeriformes	Tityridae	Laniocera	Laniocera hypopyrra
Laniocera rufescens	Passeriformes	Tityridae	Laniocera	Laniocera rufescens
Lanioturdus torquatus	Passeriformes	Platysteiridae	Lanioturdus	Lanioturdus torquatus
Lanius borealis	Passeriformes	Laniidae	Lanius	Lanius borealis
Lanius bucephalus	Passeriformes	Laniidae	Lanius	Lanius bucephalus
Lanius cabanisi	Passeriformes	Laniidae	Lanius	Lanius cabanisi
Lanius collaris	Passeriformes	Laniidae	Lanius	Lanius collaris
Lanius collurio	Passeriformes	Laniidae	Lanius	Lanius collurio
Lanius collurioides	Passeriformes	Laniidae	Lanius	Lanius collurioides
Lanius corvinus	Passeriformes	Laniidae	Lanius	Lanius corvinus
Lanius cristatus	Passeriformes	Laniidae	Lanius	Lanius cristatus
Lanius dorsalis	Passeriformes	Laniidae	Lanius	Lanius dorsalis
Lanius excubitor	Passeriformes	Laniidae	Lanius	Lanius excubitor
Lanius excubitoroides	Passeriformes	Laniidae	Lanius	Lanius excubitoroides
Lanius giganteus	Passeriformes	Laniidae	Lanius	Lanius giganteus
Lanius gubernator	Passeriformes	Laniidae	Lanius	Lanius gubernator
Lanius humeralis	Passeriformes	Laniidae	Lanius	Lanius humeralis
Lanius isabellinus	Passeriformes	Laniidae	Lanius	Lanius isabellinus
Lanius ludovicianus	Passeriformes	Laniidae	Lanius	Lanius ludovicianus
Lanius mackinnoni	Passeriformes	Laniidae	Lanius	Lanius mackinnoni
Lanius melanoleucus	Passeriformes	Laniidae	Lanius	Lanius melanoleucus
Lanius meridionalis	Passeriformes	Laniidae	Lanius	Lanius meridionalis
Lanius minor	Passeriformes	Laniidae	Lanius	Lanius minor
Lanius newtoni	Passeriformes	Laniidae	Lanius	Lanius newtoni
Lanius nubicus	Passeriformes	Laniidae	Lanius	Lanius nubicus
Lanius phoenicuroides	Passeriformes	Laniidae	Lanius	Lanius phoenicuroides
Lanius schach	Passeriformes	Laniidae	Lanius	Lanius schach
Lanius senator	Passeriformes	Laniidae	Lanius	Lanius senator
Lanius somalicus	Passeriformes	Laniidae	Lanius	Lanius somalicus
Lanius souzae	Passeriformes	Laniidae	Lanius	Lanius souzae
Lanius sphenocercus	Passeriformes	Laniidae	Lanius	Lanius sphenocercus
Lanius tephronotus	Passeriformes	Laniidae	Lanius	Lanius tephronotus
Lanius tigrinus	Passeriformes	Laniidae	Lanius	Lanius tigrinus
Lanius validirostris	Passeriformes	Laniidae	Lanius	Lanius validirostris
Lanius vittatus	Passeriformes	Laniidae	Lanius	Lanius vittatus
Larosterna inca	Charadriiformes	Laridae	Larosterna	Larosterna inca
Larus argentatus	Charadriiformes	Laridae	Larus	Larus argentatus
Larus armenicus	Charadriiformes	Laridae	Larus	Larus armenicus
Larus atlanticus	Charadriiformes	Laridae	Larus	Larus atlanticus
Larus belcheri	Charadriiformes	Laridae	Larus	Larus belcheri
Larus brachyrhynchus	Charadriiformes	Laridae	Larus	Larus brachyrhynchus
Larus cachinnans	Charadriiformes	Laridae	Larus	Larus cachinnans
Larus californicus	Charadriiformes	Laridae	Larus	Larus californicus
Larus canus	Charadriiformes	Laridae	Larus	Larus canus
Larus crassirostris	Charadriiformes	Laridae	Larus	Larus crassirostris
Larus delawarensis	Charadriiformes	Laridae	Larus	Larus delawarensis
Larus dominicanus	Charadriiformes	Laridae	Larus	Larus dominicanus
Larus fuscus	Charadriiformes	Laridae	Larus	Larus fuscus
Larus glaucescens	Charadriiformes	Laridae	Larus	Larus glaucescens
Larus glaucoides	Charadriiformes	Laridae	Larus	Larus glaucoides
Larus heermanni	Charadriiformes	Laridae	Larus	Larus heermanni
Larus hyperboreus	Charadriiformes	Laridae	Larus	Larus hyperboreus
Larus livens	Charadriiformes	Laridae	Larus	Larus livens
Larus marinus	Charadriiformes	Laridae	Larus	Larus marinus
Larus michahellis	Charadriiformes	Laridae	Larus	Larus michahellis
Larus occidentalis	Charadriiformes	Laridae	Larus	Larus occidentalis
Larus pacificus	Charadriiformes	Laridae	Larus	Larus pacificus
Larus schistisagus	Charadriiformes	Laridae	Larus	Larus schistisagus
Larvivora akahige	Passeriformes	Muscicapidae	Larvivora	Larvivora akahige
Larvivora brunnea	Passeriformes	Muscicapidae	Larvivora	Larvivora brunnea
Larvivora cyane	Passeriformes	Muscicapidae	Larvivora	Larvivora cyane
Larvivora komadori	Passeriformes	Muscicapidae	Larvivora	Larvivora komadori
Larvivora namiyei	Passeriformes	Muscicapidae	Larvivora	Larvivora namiyei
Larvivora ruficeps	Passeriformes	Muscicapidae	Larvivora	Larvivora ruficeps
Larvivora sibilans	Passeriformes	Muscicapidae	Larvivora	Larvivora sibilans
Larvivora tanensis	Passeriformes	Muscicapidae	Larvivora	Larvivora tanensis
Laterallus albigularis	Gruiformes	Rallidae	Laterallus	Laterallus albigularis
Laterallus exilis	Gruiformes	Rallidae	Laterallus	Laterallus exilis
Laterallus jamaicensis	Gruiformes	Rallidae	Laterallus	Laterallus jamaicensis
Laterallus leucopyrrhus	Gruiformes	Rallidae	Laterallus	Laterallus leucopyrrhus
Laterallus levraudi	Gruiformes	Rallidae	Laterallus	Laterallus levraudi
Laterallus melanophaius	Gruiformes	Rallidae	Laterallus	Laterallus melanophaius
Laterallus ruber	Gruiformes	Rallidae	Laterallus	Laterallus ruber
Laterallus spilonota	Gruiformes	Rallidae	Laterallus	Laterallus spilonota
Laterallus xenopterus	Gruiformes	Rallidae	Laterallus	Laterallus xenopterus
Lathamus discolor	Psittaciformes	Psittaculidae	Lathamus	Lathamus discolor
Lathrotriccus euleri	Passeriformes	Tyrannidae	Lathrotriccus	Lathrotriccus euleri
Lathrotriccus griseipectus	Passeriformes	Tyrannidae	Lathrotriccus	Lathrotriccus griseipectus
Laticilla burnesii	Passeriformes	Pellorneidae	Laticilla	Laticilla burnesii
Laticilla cinerascens	Passeriformes	Pellorneidae	Laticilla	Laticilla cinerascens
Legatus leucophaius	Passeriformes	Tyrannidae	Legatus	Legatus leucophaius
Leiopicus mahrattensis	Piciformes	Picidae	Leiopicus	Leiopicus mahrattensis
Leioptila annectens	Passeriformes	Leiothrichidae	Leioptila	Leioptila annectens
Leiothlypis celata	Passeriformes	Parulidae	Leiothlypis	Leiothlypis celata
Leiothlypis crissalis	Passeriformes	Parulidae	Leiothlypis	Leiothlypis crissalis
Leiothlypis luciae	Passeriformes	Parulidae	Leiothlypis	Leiothlypis luciae
Leiothlypis peregrina	Passeriformes	Parulidae	Leiothlypis	Leiothlypis peregrina
Leiothlypis ruficapilla	Passeriformes	Parulidae	Leiothlypis	Leiothlypis ruficapilla
Leiothlypis virginiae	Passeriformes	Parulidae	Leiothlypis	Leiothlypis virginiae
Leiothrix argentauris	Passeriformes	Leiothrichidae	Leiothrix	Leiothrix argentauris
Leiothrix lutea	Passeriformes	Leiothrichidae	Leiothrix	Leiothrix lutea
Leipoa ocellata	Galliformes	Megapodiidae	Leipoa	Leipoa ocellata
Leistes bellicosus	Passeriformes	Icteridae	Leistes	Leistes bellicosus
Leistes defilippii	Passeriformes	Icteridae	Leistes	Leistes defilippii
Leistes loyca	Passeriformes	Icteridae	Leistes	Leistes loyca
Leistes militaris	Passeriformes	Icteridae	Leistes	Leistes militaris
Leistes superciliaris	Passeriformes	Icteridae	Leistes	Leistes superciliaris
Leonardina woodi	Passeriformes	Muscicapidae	Leonardina	Leonardina woodi
Lepidocolaptes affinis	Passeriformes	Furnariidae	Lepidocolaptes	Lepidocolaptes affinis
Lepidocolaptes albolineatus	Passeriformes	Furnariidae	Lepidocolaptes	Lepidocolaptes albolineatus
Lepidocolaptes angustirostris	Passeriformes	Furnariidae	Lepidocolaptes	Lepidocolaptes angustirostris
Lepidocolaptes duidae	Passeriformes	Furnariidae	Lepidocolaptes	Lepidocolaptes duidae
Lepidocolaptes falcinellus	Passeriformes	Furnariidae	Lepidocolaptes	Lepidocolaptes falcinellus
